stock_id,name,type,industry
4171,瑞基,tpex,農業科技業
4173,久裕,tpex,生技醫療業
4174,浩鼎,tpex,生技醫療業
4175,杏一,tpex,生技醫療業
4178,永笙-KY,twse,生技醫療業
4183,福永生技,tpex,生技醫療業
4188,安克,tpex,生技醫療業
4190,佐登-KY,twse,生技醫療業
4192,杏國,tpex,生技醫療業
4195,基米-創,twse,生技醫療業
4198,欣大健康,tpex,生技醫療業
4205,中華食,tpex,食品工業
4207,環泰,tpex,食品工業
4303,信立,tpex,塑膠工業
4304,勝昱,tpex,塑膠工業
4305,世坤,tpex,塑膠工業
4306,炎洲,twse,塑膠工業
4401,東隆興,tpex,紡織纖維
4402,郡都開發,tpex,紡織纖維
4406,新昕纖,tpex,紡織纖維
4413,飛寶企業,tpex,紡織纖維
4414,如興,twse,紡織纖維
4416,三圓,tpex,建材營造
4417,金洲,tpex,紡織纖維
4419,皇家美食,tpex,觀光餐旅
4420,光明,tpex,紡織纖維
4426,利勤,twse,紡織纖維
4429,聚紡,tpex,紡織纖維
4430,耀億,tpex,其他
4432,銘旺實,tpex,紡織纖維
4433,興采,tpex,紡織纖維
4438,廣越,twse,紡織纖維
4439,冠星-KY,twse,紡織纖維
4440,宜新實業,twse,紡織纖維
4441,振大環球,twse,紡織纖維
4442,竣邦-KY,tpex,紡織纖維
4502,健信,tpex,電機機械
4503,金雨,tpex,電機機械
4506,崇友,tpex,電機機械
4510,高鋒,tpex,電機機械
4513,福裕,tpex,電機機械
4523,永彰,tpex,電機機械
4526,東台,twse,電機機械
4527,方土霖,tpex,電機機械
4528,江興鍛,tpex,電機機械
4529,淳紳,tpex,其他
4530,宏易,tpex,觀光餐旅
4532,瑞智,twse,電機機械
4533,協易機,tpex,電機機械
4534,慶騰,tpex,電機機械
4535,至興,tpex,電機機械
4536,拓凱,twse,運動休閒
4538,大詠城,tpex,電機機械
4540,全球傳動,twse,電機機械
4541,晟田,tpex,其他
4542,科嶠,tpex,電子零組件業
4543,萬在,tpex,電機機械
4545,銘鈺,twse,電子零組件業
4549,桓達,tpex,電機機械
4550,長佳,tpex,電機機械
4551,智伸科,twse,汽車工業
4552,力達-KY,twse,電機機械
4554,橙的,tpex,其他電子類
4555,氣立,twse,電機機械
4556,旭然,tpex,其他
4557,永新-KY,twse,汽車工業
4558,寶緯,tpex,電機機械
4560,強信-KY,twse,電機機械
4561,健椿,tpex,電機機械
4562,穎漢,twse,電機機械
4563,百德,tpex,電機機械
4564,元翎,twse,電機機械
4566,時碩工業,twse,電機機械
4568,科際精密,tpex,電機機械
4569,六方科-KY,twse,汽車工業
4571,鈞興-KY,twse,電機機械
4572,駐龍,twse,電機機械
4576,大銀微系統,twse,電機機械
4577,達航科技,tpex,其他電子類
4580,捷流閥業,tpex,電機機械
4581,光隆精密-KY,twse,汽車工業
4582,聚恆-創,twse,綠能環保
4583,台灣精銳,twse,電機機械
4584,君帆,tpex,電機機械
4585,達明,twse,電子工業
4588,玖鼎電力,twse,其他電子業
4590,富田-創,twse,電機機械
4609,唐鋒,tpex,居家生活類
4702,中美實,tpex,居家生活類
4706,大恭,tpex,化學工業
4707,磐亞,tpex,化學工業
4711,永純,tpex,化學工業
4712,南璋,tpex,食品工業
4714,永捷,tpex,化學工業
4716,大立,tpex,化學工業
4720,德淵,twse,化學生技醫療
4721,美琪瑪,tpex,化學工業
4722,國精化,twse,化學生技醫療
4725,信昌化,twse,化學生技醫療
4726,永昕,tpex,生技醫療業
4728,雙美,tpex,生技醫療業
4729,熒茂,tpex,光電業
4733,上緯,twse,化學工業
4735,豪展,tpex,生技醫療業
4736,泰博,twse,生技醫療業
4737,華廣,twse,生技醫療業
4739,康普,twse,化學工業
4741,泓瀚,tpex,化學工業
4743,合一,tpex,生技醫療業
4744,皇將,tpex,生技醫療業
4745,合富-KY,tpex,生技醫療業
4746,台耀,twse,生技醫療業
4747,強生,tpex,生技醫療業
4749,新應材,tpex,半導體業
4754,國碳科,tpex,化學工業
4755,三福化,twse,化學生技醫療
4760,勤凱,tpex,其他電子類
4763,材料*-KY,twse,化學生技醫療
4764,雙鍵,twse,化學生技醫療
4766,南寶,twse,化學生技醫療
4767,誠泰科技,tpex,化學工業
4768,晶呈科技,tpex,化學工業
4770,上品,twse,化學生技醫療
4771,望隼,twse,生技醫療業
4772,台特化,tpex,化學工業
4803,VHQ-KY,tpex,文化創意業
4804,大略-KY,tpex,觀光餐旅
4806,桂田文創,tpex,文化創意業
4807,日成-KY,twse,貿易百貨
4903,聯光通,tpex,通信網路業
4904,遠傳,twse,電子工業
4905,台聯電,tpex,生技醫療業
4906,正文,twse,電子工業
4907,富宇,tpex,建材營造
4908,前鼎,tpex,通信網路業
4909,新復興,tpex,通信網路業
4911,德英,tpex,生技醫療業
4912,聯德控股-KY,twse,電子零組件業
4915,致伸,twse,電子零組件業
4916,事欣科,twse,電腦及週邊設備業
4919,新唐,twse,電子工業
4923,力士,tpex,半導體業
4924,欣厚-KY,tpex,綠能環保類
4927,泰鼎-KY,twse,電子零組件業
4930,燦星網,twse,電器電纜
4931,新盛力,tpex,電腦及週邊設備業
4933,友輝,tpex,光電業
4934,太極,twse,電子工業
4935,茂林-KY,twse,光電業
4938,和碩,twse,電腦及週邊設備業
4939,亞電,tpex,電子零組件業
4942,嘉彰,twse,電子工業
4943,康控-KY,twse,電子零組件業
4944,兆遠,tpex,光電業
4945,陞達科技,tpex,半導體業
4946,辣椒,tpex,文化創意業
4949,有成精密,twse,光電業
4950,金耘國際,tpex,鋼鐵工業
4951,精拓科,tpex,半導體業
4952,凌通,twse,電子工業
4953,緯軟,tpex,資訊服務業
4956,光鋐,twse,電子工業
4958,臻鼎-KY,twse,電子零組件業
4960,誠美材,twse,光電業
4961,天鈺,twse,半導體業
4966,譜瑞-KY,tpex,半導體業
4967,十銓,twse,電子工業
4968,立積,twse,半導體業
4971,IET-KY,tpex,半導體業
4972,湯石照明,tpex,光電業
4973,廣穎,tpex,半導體業
4974,亞泰,tpex,電子零組件業
4976,佳凌,twse,光電業
4977,眾達-KY,twse,通信網路業
4979,華星光,tpex,通信網路業
4984,科納-KY,twse,通信網路業
4987,科誠,tpex,電腦及週邊設備業
4989,榮科,twse,電子零組件業
4991,環宇-KY,tpex,半導體業
4994,傳奇,twse,資訊服務業
4995,晶達,tpex,光電業
4999,鑫禾,twse,電子工業
5007,三星,twse,鋼鐵工業
5009,榮剛,tpex,鋼鐵工業
5011,久陽,tpex,鋼鐵工業
5013,強新,tpex,鋼鐵工業
5014,建錩,tpex,鋼鐵工業
5015,華祺,tpex,鋼鐵工業
5016,松和,tpex,鋼鐵工業
5102,富強,tpex,橡膠工業
5201,凱衛,tpex,資訊服務業
5202,力新,tpex,資訊服務業
5203,訊連,twse,資訊服務業
5205,中茂,tpex,綠能環保類
5206,坤悅,tpex,建材營造
5209,新鼎,tpex,其他
5210,寶碩,tpex,資訊服務業
5211,蒙恬,tpex,資訊服務業
5212,凌網,tpex,資訊服務業
5213,亞昕,tpex,建材營造
5215,科嘉-KY,twse,電子工業
5220,萬達光電,tpex,光電業
5222,全訊,twse,半導體業
5223,安力-KY,tpex,電腦及週邊設備業
5225,東科-KY,twse,其他電子業
5227,立凱-KY,tpex,電子零組件業
5228,鈺鎧,tpex,電子零組件業
5230,雷笛克光學,tpex,光電業
5234,達興材料,twse,電子工業
5236,凌陽創新,tpex,半導體業
5243,乙盛-KY,twse,光電業
5244,弘凱,twse,光電業
5245,智晶,tpex,光電業
5251,天鉞電,tpex,光電業
5258,虹堡,twse,電子工業
5259,奕智博,twse,光電業
5263,智崴,tpex,文化創意業
5264,鎧勝-KY,twse,電腦及週邊設備業
5269,祥碩,twse,電子工業
5272,笙科,tpex,半導體業
5274,信驊,tpex,半導體業
5276,達輝-KY,tpex,其他
5278,尚凡*,tpex,數位雲端類
5280,F-敦泰,twse,半導體業
5281,大峽谷-KY,tpex,光電業
5283,禾聯碩,twse,電器電纜
5284,jpp-KY,twse,其他
5285,界霖,twse,半導體業
5287,數字,tpex,數位雲端類
5288,豐祥-KY,twse,電機機械
5289,宜鼎,tpex,電腦及週邊設備業
5291,邑昇,tpex,電子零組件業
5292,華懋,twse,綠能環保
5299,杰力,tpex,半導體業
5301,寶得利,tpex,觀光餐旅
5302,太欣,tpex,半導體業
5304,鼎創達,tpex,電腦及週邊設備業
5305,敦南,twse,半導體業
5306,桂盟,twse,運動休閒
5309,系統電,tpex,電子零組件業
5310,天剛,tpex,資訊服務業
5312,寶島科,tpex,生技醫療業
5314,世紀*,tpex,其他
5315,光聯,tpex,光電業
5321,美而快,tpex,數位雲端類
5324,士開,tpex,建材營造
5328,華容,tpex,電子零組件業
5340,建榮,tpex,電子零組件業
5344,立衛,tpex,半導體業
5345,馥鴻,tpex,其他
5347,世界,tpex,半導體業
5348,正能量智能,tpex,運動休閒類
5349,先豐,tpex,電子零組件業
5351,鈺創,tpex,半導體業
5353,台林,tpex,通信網路業
5355,佳總,tpex,電子零組件業
5356,協益,tpex,電腦及週邊設備業
5364,力麗店,tpex,觀光餐旅
5371,中光電,tpex,光電業
5381,光譜,tpex,電機機械
5383,金利,tpex,其他電子類
5386,青雲,tpex,電腦及週邊設備業
5388,中磊,twse,通信網路業
5392,能率,tpex,光電業
5398,慕康生醫,tpex,其他
5403,中菲,tpex,資訊服務業
5410,國眾,tpex,資訊服務業
5425,台半,tpex,半導體業
5426,振發,tpex,電腦及週邊設備業
5432,新門,tpex,綠能環保類
5434,崇越,twse,電子通路業
5438,東友,tpex,電腦及週邊設備業
5439,高技,tpex,電子零組件業
5443,均豪,tpex,半導體業
5450,南良,tpex,其他
5452,佶優,tpex,其他電子類
5455,昇益,tpex,建材營造
5457,宣德,tpex,電子零組件業
5460,同協,tpex,電子零組件業
5464,霖宏,tpex,電子零組件業
5465,富驊,tpex,電腦及週邊設備業
5468,凱鈺,tpex,半導體業
5469,瀚宇博,twse,電子工業
5471,松翰,twse,半導體業
5474,聰泰,tpex,電腦及週邊設備業
5475,德宏,tpex,電子零組件業
5478,智冠,tpex,文化創意業
5481,新華,tpex,其他
5483,中美晶,tpex,半導體業
5484,慧友,twse,電子工業
5487,通泰,tpex,半導體業
5488,松普,tpex,電子零組件業
5489,彩富,tpex,其他電子類
5490,同亨,tpex,電腦及週邊設備業
5493,三聯,tpex,其他電子類
5498,凱崴,tpex,電子零組件業
5508,永信建,tpex,建材營造
5511,德昌,tpex,建材營造
5512,力麒,tpex,建材營造
5514,三豐,tpex,建材營造
5515,建國,twse,建材營造
5516,雙喜,tpex,建材營造
5519,隆大,twse,建材營造
5520,力泰,tpex,建材營造
5521,工信,twse,建材營造
5522,遠雄,twse,建材營造
5523,豐謙,tpex,建材營造
5525,順天,twse,建材營造
5529,鉅陞,tpex,建材營造
5530,龍巖,tpex,其他
5531,鄉林,twse,建材營造
5533,皇鼎,twse,建材營造
5534,長虹,twse,建材營造
5536,聖暉*,tpex,其他電子類
5538,東明-KY,twse,鋼鐵工業
5543,桓鼎-KY,tpex,建材營造
5546,永固-KY,twse,建材營造
5547,久舜,tpex,建材營造
5548,安倉,tpex,建材營造
5601,台聯櫃,tpex,航運業
5603,陸海,tpex,航運業
5604,中連,tpex,其他
5607,遠雄港,twse,航運業
5608,四維航,twse,航運業
5609,中菲行,tpex,航運業
5701,劍湖山,tpex,觀光餐旅
5703,亞都,tpex,觀光餐旅
5704,老爺知,tpex,觀光餐旅
5706,鳳凰,twse,觀光餐旅
5820,日盛金,tpex,金融業
5854,合庫,twse,金融保險
5864,致和證,tpex,金融業
5871,中租-KY,twse,其他
5876,上海商銀,twse,金融保險
5878,台名,tpex,金融業
5880,合庫金,twse,金融保險
5902,德記,tpex,居家生活類
5903,全家,tpex,居家生活類
5904,寶雅,tpex,居家生活類
5905,南仁湖,tpex,觀光餐旅
5906,台南-KY,twse,貿易百貨
5907,大洋-KY,twse,貿易百貨
6004,元京證,twse,金融保險
6005,群益證,twse,金融保險
6012,金鼎證,twse,金融保險
6015,宏遠證,tpex,金融業
6016,康和證,tpex,金融業
6020,大展證,tpex,金融業
6021,美好證,tpex,金融業
6023,元大期,tpex,金融業
6024,群益期,twse,金融保險
6026,福邦證,tpex,金融業
6028,公勝保經,tpex,金融業
6101,寬魚國際,tpex,文化創意業
6103,合邦,tpex,半導體業
6104,創惟,tpex,半導體業
6108,競國,twse,電子工業
6109,亞元,tpex,通信網路業
6111,光聚晶電,tpex,文化創意業
6112,邁達特,twse,電子工業
6113,亞矽,tpex,電子通路業
6114,久威,tpex,電子零組件業
6115,鎰勝,twse,電子零組件業
6116,彩晶,twse,電子工業
6117,迎廣,twse,電腦及週邊設備業
6118,建達,tpex,電子通路業
6119,大傳,twse,電子通路業
6120,達運,twse,電子工業
6121,新普,tpex,電腦及週邊設備業
6122,擎邦,tpex,電機機械
6123,上奇,tpex,資訊服務業
6124,業強,tpex,電子零組件業
6125,廣運,tpex,電機機械
6126,信音,tpex,電子零組件業
6127,九豪,tpex,電子零組件業
6128,上福,twse,電腦及週邊設備業
6129,普誠,tpex,半導體業
6130,上亞科技,tpex,生技醫療業
6131,鈞泰,twse,光電業
6133,金橋,twse,電子零組件業
6134,萬旭,tpex,電子零組件業
6136,富爾特,twse,電子工業
6138,茂達,tpex,半導體業
6139,亞翔,twse,其他電子業
6140,訊達,tpex,資訊服務業
6141,柏承,twse,電子零組件業
6142,友勁,twse,電子工業
6143,振曜,tpex,通信網路業
6144,得利影,tpex,文化創意業
6145,勁永,twse,電子通路業
6146,耕興,tpex,其他電子類
6147,頎邦,tpex,半導體業
6148,驊宏資,tpex,資訊服務業
6150,撼訊,tpex,電腦及週邊設備業
6151,晉倫,tpex,其他電子類
6152,百一,twse,電子工業
6153,嘉聯益,twse,電子零組件業
6154,順發,tpex,電子通路業
6155,鈞寶,twse,電子零組件業
6156,松上,tpex,電子零組件業
6158,禾昌,tpex,電子零組件業
6160,欣技,tpex,電腦及週邊設備業
6161,捷波,tpex,電腦及週邊設備業
6163,華電網,tpex,資訊服務業
6164,華興,twse,電子工業
6165,浪凡,twse,數位雲端
6166,凌華,twse,電腦及週邊設備業
6167,久正,tpex,光電業
6168,宏齊,twse,光電業
6169,昱泉,tpex,文化創意業
6170,統振,tpex,通信網路業
6171,大城地產,tpex,建材營造
6172,互億,twse,電腦及週邊設備業
6173,信昌電,tpex,電子零組件業
6174,安碁,tpex,電子零組件業
6175,立敦,tpex,電子零組件業
6176,瑞儀,twse,電子工業
6177,達麗,twse,建材營造
6179,亞通,tpex,其他
6180,橘子,tpex,文化創意業
6182,合晶,tpex,半導體業
6183,關貿,twse,電子工業
6184,大豐電,twse,其他
6185,幃翔,tpex,電子零組件業
6186,新潤,tpex,建材營造
6187,萬潤,tpex,半導體業
6188,廣明,tpex,電腦及週邊設備業
6189,豐藝,twse,電子通路業
6190,萬泰科,tpex,通信網路業
6191,精成科,twse,電子零組件業
6192,巨路,twse,電子工業
6194,育富,tpex,電子零組件業
6195,詩肯,tpex,居家生活類
6196,帆宣,twse,電子工業
6197,佳必琪,twse,電子零組件業
6198,瑞築,tpex,建材營造
6199,天品,tpex,其他
6201,亞弘電,twse,電子工業
6202,盛群,twse,電子工業
6203,海韻電,tpex,電子零組件業
6204,艾華,tpex,電子零組件業
6205,詮欣,twse,電子工業
6206,飛捷,twse,電子工業
6207,雷科,tpex,電子零組件業
6208,日揚,tpex,半導體業
6209,今國光,twse,電子工業
6210,慶生,tpex,電子零組件業
6212,理銘,tpex,建材營造
6213,聯茂,twse,電子零組件業
6214,精誠,twse,資訊服務業
6215,和椿,twse,電子工業
6216,居易,twse,電子工業
6217,中探針,tpex,電子零組件業
6218,豪勉,tpex,通信網路業
6219,富旺,tpex,建材營造
6220,岳豐,tpex,電子零組件業
6221,晉泰,tpex,資訊服務業
6222,立軒,tpex,光電業
6223,旺矽,tpex,半導體業
6224,聚鼎,twse,電子零組件業
6225,天瀚,twse,電子工業
6226,光鼎,twse,電子工業
6227,茂綸,tpex,電子通路業
6228,全譜,tpex,電腦及週邊設備業
6229,研通,tpex,半導體業
6230,尼得科超眾,twse,電腦及週邊設備業
6231,系微,tpex,資訊服務業
6233,旺玖,tpex,半導體業
6234,高僑,tpex,光電業
6235,華孚,twse,電腦及週邊設備業
6236,中湛,tpex,數位雲端類
6237,驊訊,tpex,半導體業
6238,勝麗,tpex,其他電子類
6239,力成,twse,電子工業
6240,松崗,tpex,資訊服務業
6241,鑫永洋,tpex,通信網路業
6242,立康,tpex,生技醫療業
6243,迅杰,twse,電子工業
6244,茂迪,tpex,光電業
6245,立端,tpex,通信網路業
6246,臺龍,tpex,光電業
6247,淇譽電,tpex,其他電子類
6248,沛波,tpex,鋼鐵工業
6251,定穎,twse,電子零組件業
6255,奈普,twse,電子工業
6257,矽格,twse,電子工業
6259,百徽,tpex,電子零組件業
6261,久元,tpex,半導體業
6263,普萊德,tpex,通信網路業
6264,富裔,tpex,建材營造
6265,方土昶,tpex,電子通路業
6266,泰詠,tpex,電子零組件業
6269,台郡,twse,電子工業
6270,倍微,tpex,電子通路業
6271,同欣電,twse,電子工業
6272,驊陞,twse,電子零組件業
6274,台燿,tpex,電子零組件業
6275,元山,tpex,電子零組件業
6276,安鈦克,tpex,電腦及週邊設備業
6277,宏正,twse,電腦及週邊設備業
6278,台表科,twse,電子工業
6279,胡連,tpex,電子零組件業
6280,崇貿,twse,電子工業
6281,全國電,twse,電子通路業
6282,康舒,twse,電子零組件業
6283,淳安,twse,電子工業
6284,佳邦,tpex,電子零組件業
6285,啟碁,twse,通信網路業
6286,立錡,twse,半導體業
6287,元隆,tpex,半導體業
6288,聯嘉,twse,汽車工業
6289,華上,twse,光電業
6290,良維,tpex,電子零組件業
6291,沛亨,tpex,半導體業
6292,迅德,tpex,電子零組件業
6294,智基,tpex,文化創意業
6404,通訊-KY,tpex,資訊服務業
6405,悅城,twse,電子工業
6409,旭隼,twse,電子工業
6411,晶焱,tpex,半導體業
6412,群電,twse,電子零組件業
6414,樺漢,twse,電腦及週邊設備業
6415,矽力*-KY,twse,半導體業
6416,瑞祺電通,twse,通信網路業
6417,韋僑,tpex,通信網路業
6418,詠昇,tpex,電子零組件業
6419,京晨科,tpex,光電業
6422,君耀-KY,twse,電子零組件業
6423,億而得,tpex,半導體業
6425,易發,tpex,電機機械
6426,統新,twse,通信網路業
6431,光麗-KY,twse,生技醫療業
6432,今展科,tpex,電子零組件業
6435,大中,tpex,半導體業
6438,迅得,twse,其他電子業
6441,廣錠,tpex,電腦及週邊設備業
6442,光聖,twse,通信網路業
6443,元晶,twse,電子工業
6446,藥華藥,twse,化學生技醫療
6449,鈺邦,twse,電子工業
6451,訊芯-KY,twse,半導體業
6452,康友-KY,twse,化學生技醫療
6456,GIS-KY,twse,光電業
6457,紘康,tpex,半導體業
6461,益得,tpex,生技醫療業
6462,神盾,tpex,半導體業
6464,台數科,twse,其他
6465,威潤,tpex,通信網路業
6469,大樹,tpex,生技醫療業
6470,宇智,tpex,通信網路業
6472,保瑞,twse,化學生技醫療
6474,華豫寧,tpex,電子通路業
6477,安集,twse,光電業
6482,弘煜科,tpex,文化創意業
6485,點序,tpex,半導體業
6486,互動,tpex,通信網路業
6488,環球晶,tpex,半導體業
6491,晶碩,twse,生技醫療業
6492,生華科,tpex,生技醫療業
6494,九齊,tpex,半導體業
6496,科懋,tpex,生技醫療業
6497,亞獅康-KY,tpex,生技醫療業
6498,久禾光,tpex,光電業
6499,益安,tpex,生技醫療業
6504,南六,twse,其他
6505,台塑化,twse,油電燃氣業
6506,雙邦,tpex,紡織纖維
6508,惠光,tpex,農業科技業
6509,聚和,tpex,化學工業
6510,精測,tpex,半導體業
6512,啟發電,tpex,其他電子類
6514,芮特-KY,tpex,通信網路業
6515,穎崴,twse,半導體業
6516,勤崴國際,tpex,資訊服務業
6517,保勝光學,tpex,光電業
6523,達爾膚,tpex,生技醫療業
6525,捷敏-KY,twse,電子工業
6526,達發,twse,電子工業
6527,明達醫,tpex,生技醫療業
6530,創威,tpex,通信網路業
6531,愛普*,twse,半導體業
6532,瑞耘,tpex,半導體業
6533,晶心科,twse,半導體業
6534,正瀚-創,twse,創新板股票
6535,順藥,tpex,生技醫療業
6538,倉和,tpex,電子零組件業
6541,泰福-KY,twse,化學生技醫療
6542,隆中,tpex,文化創意業
6546,正基,tpex,通信網路業
6547,高端疫苗,tpex,生技醫療業
6548,長科*,tpex,半導體業
6550,北極星藥業-KY,twse,化學生技醫療
6552,易華電,twse,半導體業
6556,勝品,tpex,光電業
6558,興能高,twse,其他電子業
6560,欣普羅,tpex,光電業
6561,是方,tpex,通信網路業
6568,宏觀,tpex,半導體業
6569,醫揚,tpex,生技醫療業
6570,維田,tpex,電腦及週邊設備業
6573,虹揚-KY,twse,半導體業
6574,霈方,tpex,生技醫療業
6576,逸達,tpex,生技醫療業
6577,勁豐,tpex,電腦及週邊設備業
6578,達邦蛋白,tpex,農業科技業
6579,研揚,twse,電子工業
6581,鋼聯,twse,綠能環保
6582,申豐,twse,橡膠工業
6584,南俊國際,tpex,電子零組件業
6585,鼎基,twse,其他
6588,東典光電,tpex,通信網路業
6589,台康生技,twse,化學生技醫療
6590,普鴻,tpex,資訊服務業
6591,動力-KY,twse,電腦及週邊設備業
6592,和潤企業,twse,其他
6593,台灣銘板,tpex,資訊服務業
6594,展匯科,tpex,半導體業
6596,寬宏藝術,tpex,文化創意業
6597,立誠,tpex,電子零組件業
6598,ABC-KY,twse,生技醫療業
6603,富強鑫,tpex,電機機械
6605,帝寶,twse,汽車工業
6606,建德工業,twse,電機機械
6609,瀧澤科,tpex,電機機械
6612,奈米醫材,tpex,生技醫療業
6613,朋億*,tpex,其他電子類
6614,資拓宏宇,twse,數位雲端
6615,慧智,tpex,生技醫療業
6616,特昇-KY,tpex,居家生活類
6617,共信-KY,tpex,生技醫療業
6620,漢達,tpex,生技醫療業
6624,萬年清,tpex,綠能環保類
6625,必應,twse,其他
6629,泰金-KY,tpex,居家生活類
6637,醫影,tpex,生技醫療業
6640,均華,tpex,半導體業
6641,基士德-KY,twse,綠能環保
6642,富致,tpex,電子零組件業
6643,M31,tpex,半導體業
6645,金萬林-創,twse,生技醫療業
6649,台生材,tpex,生技醫療業
6651,全宇昕,tpex,半導體業
6654,天正國際,tpex,其他電子類
6655,科定,twse,其他
6657,華安,twse,化學生技醫療
6658,聯策,twse,電子工業
6661,威健生技,tpex,生技醫療業
6662,樂斯科,tpex,生技醫療業
6664,群翊,tpex,電子零組件業
6666,羅麗芬-KY,twse,生技醫療業
6667,信紘科,tpex,其他電子類
6668,中揚光,twse,電子工業
6669,緯穎,twse,電腦及週邊設備業
6670,復盛應用,twse,運動休閒
6671,三能-KY,twse,居家生活
6672,騰輝電子-KY,twse,電子零組件業
6674,鋐寶科技,twse,電子工業
6679,鈺太,tpex,半導體業
6680,鑫創電子,tpex,電腦及週邊設備業
6683,雍智科技,tpex,半導體業
6684,安格,tpex,半導體業
6689,伊雲谷,twse,數位雲端
6690,安碁資訊,tpex,數位雲端類
6691,洋基工程,twse,電子工業
6692,進能服,tpex,綠能環保類
6693,廣閎科,tpex,半導體業
6695,芯鼎,twse,電子工業
6697,東捷資訊,tpex,資訊服務業
6698,旭暉應材,twse,其他電子業
6702,興航,twse,航運業
6703,軒郁,tpex,生技醫療業
6706,惠特,twse,電子工業
6708,天擎,tpex,半導體業
6712,長聖,tpex,生技醫療業
6715,嘉基,twse,電子零組件業
6716,應廣,tpex,半導體業
6719,力智,twse,電子工業
6720,久昌,tpex,半導體業
6721,信實,tpex,其他
6722,輝創,twse,電子工業
6725,矽科宏晟,tpex,其他電子類
6727,亞泰金屬,tpex,電子零組件業
6728,上洋,tpex,居家生活類
6730,常廣,tpex,生技醫療業
6732,昇佳電子,tpex,半導體業
6733,博晟生醫,tpex,生技醫療業
6735,美達科技,tpex,其他電子類
6739,竹陞科技,tpex,其他電子類
6741,91APP*-KY,tpex,數位雲端類
6742,澤米,twse,電子工業
6743,安普新,twse,電子工業
6747,亨泰光,tpex,生技醫療業
6751,智聯服務,tpex,資訊服務業
6752,叡揚,tpex,資訊服務業
6753,龍德造船,twse,航運業
6754,匯僑設計,twse,居家生活
6756,威鋒電子,twse,電子工業
6757,台灣虎航,twse,航運業
6761,穩得,tpex,電子零組件業
6762,達亞,tpex,生技醫療業
6763,綠界科技*,tpex,數位雲端類
6767,台微醫,tpex,生技醫療業
6768,志強-KY,twse,運動休閒
6770,力積電,twse,電子工業
6771,平和環保-創,twse,綠能環保
6776,展碁國際,twse,電子通路業
6781,AES-KY,twse,電子零組件業
6782,視陽,twse,化學生技醫療
6785,昱展新藥,tpex,生技醫療業
6788,華景電,tpex,半導體業
6789,采鈺,twse,電子工業
6790,永豐實,twse,造紙工業
6791,虎門科技,tpex,資訊服務業
6792,詠業,twse,電子工業
6794,向榮生技,twse,生技醫療業
6796,晉弘,twse,生技醫療業
6799,來頡,twse,電子工業
6803,崑鼎,tpex,綠能環保類
6804,明係,tpex,運動休閒類
6805,富世達,twse,電子零組件業
6806,森崴能源,twse,綠能環保
6807,峰源-KY,twse,居家生活
6811,宏碁資訊,tpex,數位雲端類
6821,聯寶,tpex,電子零組件業
6823,濾能,tpex,半導體業
6829,千附精密,tpex,半導體業
6830,汎銓,twse,電子工業
6831,邁科,twse,電腦及週邊設備業
6834,天二科技,twse,電子零組件業
6835,圓裕,twse,電子工業
6838,台新藥,twse,生技醫療業
6840,東研信超,tpex,其他電子類
6841,長佳智能,tpex,生技醫療業
6843,進典,tpex,電機機械
6844,諾貝兒,tpex,生技醫療業
6846,綠茵,tpex,食品工業
6854,錼創科技-KY創,twse,電子工業
6855,數泓科,tpex,其他電子類
6856,鑫傳,tpex,文化創意業
6859,伯特光,tpex,光電業
6861,睿生光電,twse,生技醫療業
6862,三集瑞-KY,twse,電子零組件業
6863,永道-KY,twse,電子工業
6865,偉康科技,tpex,數位雲端類
6869,雲豹能源,twse,綠能環保
6870,騰雲,tpex,數位雲端類
6872,浩宇生醫,tpex,生技醫療業
6873,泓德能源,twse,綠能環保
6874,倍力,tpex,資訊服務業
6875,國邑*,tpex,生技醫療業
6877,鏵友益,tpex,其他電子類
6881,潤德,tpex,其他
6884,海柏特,tpex,資訊服務業
6885,全福生技,twse,生技醫療業
6887,寶綠特-KY,twse,綠能環保
6890,來億-KY,twse,運動休閒
6894,衛司特,tpex,綠能環保類
6895,宏碩系統,tpex,半導體業
6899,創為精密,tpex,光電業
6901,鑽石投資,twse,其他
6902,GOGOLOOK,twse,數位雲端
6903,巨漢,tpex,其他電子類
6904,伯鑫,tpex,其他
6906,現觀科,twse,數位雲端
6907,雅特力-KY,tpex,半導體業
6908,宏碁遊戲-創,twse,電子通路業
6909,創控,twse,電子工業
6910,德鴻,tpex,數位雲端類
6913,鴻呈,tpex,電子零組件業
6914,阜爾運通,twse,其他
6916,華凌,twse,電子工業
6918,愛派司,twse,生技醫療業
6919,康霈*,twse,生技醫療業
6921,嘉雨思-創,twse,電子工業
6922,宸曜,tpex,電腦及週邊設備業
6923,中台,twse,綠能環保
6924,榮惠-KY創,twse,電子零組件業
6925,意藍,tpex,數位雲端類
6928,攸泰科技,twse,電子工業
6929,佑全,tpex,生技醫療業
6931,青松健康,twse,生技醫療業
6933,AMAX-KY,twse,電腦及週邊設備業
6934,心誠鎂,twse,生技醫療業
6936,永鴻生技,twse,生技醫療業
6937,天虹,twse,電子工業
6944,兆聯實業,twse,綠能環保
6945,圓祥生技,tpex,生技醫療業
6949,沛爾生醫-創,twse,創新板股票
6951,青新-創,twse,創新板股票
6952,大武山,twse,其他
6953,家碩,tpex,半導體業
6955,邦睿生技-創,twse,生技醫療業
6957,裕慶-KY,twse,其他
6958,日盛台駿,twse,其他
